0,Off,LLN0.Zero.mag.f
4FF6,SRC 3 Positive Sequence Current Magnitude,ACsrcMSQI3.SeqA.c1.cVal.mag.f
4FF8,SRC 3 Positive Sequence Current Angle,ACsrcMSQI3.SeqA.c1.cVal.ang.f
4FF9,SRC 3 Negative Sequence Current Magnitude,ACsrcMSQI3.SeqA.c2.cVal.mag.f
4FFB,SRC 3 Negative Sequence Current Angle,ACsrcMSQI3.SeqA.c2.cVal.ang.f

1B40,SRC 3 Three Phase Real Power,ACsrcMMXU3.TotW.mag.f
1B48,SRC 3 Three Phase Reactive Power,ACsrcMMXU3.TotVAr.mag.f
1B50,SRC 3 Three Phase Apparent Power,ACsrcMMXU3.TotVA.mag.f
1B58,SRC 3 Three Phase Power Factor,ACsrcMMXU3.TotPF.mag.f
1795,SRC 3 Phase AB Voltage Magnitude,ACsrcMMXU3.PPV.phsAB.cVal.mag.f
1797,SRC 3 Phase AB Voltage Angle,ACsrcMMXU3.PPV.phsAB.cVal.ang.f
1798,SRC 3 Phase BC Voltage Magnitude,ACsrcMMXU3.PPV.phsBC.cVal.mag.f
179A,SRC 3 Phase BC Voltage Angle,ACsrcMMXU3.PPV.phsBC.cVal.ang.f
179B,SRC 3 Phase CA Voltage Magnitude,ACsrcMMXU3.PPV.phsCA.cVal.mag.f
179D,SRC 3 Phase CA Voltage Angle,ACsrcMMXU3.PPV.phsCA.cVal.ang.f
178F,SRC 3 Phase AB Voltage RMS,ACsrcMMXU3.VabRMS.mag.f
1791,SRC 3 Phase BC Voltage RMS,ACsrcMMXU3.VbcRMS.mag.f
1793,SRC 3 Phase CA Voltage RMS,ACsrcMMXU3.VcaRMS.mag.f
1786,SRC 3 Phase AG Voltage Magnitude,ACsrcMMXU3.PhV.phsA.cVal.mag.f
1788,SRC 3 Phase AG Voltage Angle,ACsrcMMXU3.PhV.phsA.cVal.ang.f
1789,SRC 3 Phase BG Voltage Magnitude,ACsrcMMXU3.PhV.phsB.cVal.mag.f
178B,SRC 3 Phase BG Voltage Angle,ACsrcMMXU3.PhV.phsB.cVal.ang.f
178C,SRC 3 Phase CG Voltage Magnitude,ACsrcMMXU3.PhV.phsC.cVal.mag.f
178E,SRC 3 Phase CG Voltage Angle,ACsrcMMXU3.PhV.phsC.cVal.ang.f
1780,SRC 3 Phase AG Voltage RMS,ACsrcMMXU3.VaRMS.mag.f
1782,SRC 3 Phase BG Voltage RMS,ACsrcMMXU3.VbRMS.mag.f
1784,SRC 3 Phase CG Voltage RMS,ACsrcMMXU3.VcRMS.mag.f
1B42,SRC 3 Phase A Real Power,ACsrcMMXU3.W.phsA.cVal.mag.f
1B44,SRC 3 Phase B Real Power,ACsrcMMXU3.W.phsB.cVal.mag.f
1B46,SRC 3 Phase C Real Power,ACsrcMMXU3.W.phsC.cVal.mag.f
1B4A,SRC 3 Phase A Reactive Power,ACsrcMMXU3.VAr.phsA.cVal.mag.f
1B4C,SRC 3 Phase B Reactive Power,ACsrcMMXU3.VAr.phsB.cVal.mag.f
1B4E,SRC 3 Phase C Reactive Power,ACsrcMMXU3.VAr.phsC.cVal.mag.f
1B52,SRC 3 Phase A Apparent Power,ACsrcMMXU3.VA.phsA.cVal.mag.f
1B54,SRC 3 Phase B Apparent Power,ACsrcMMXU3.VA.phsB.cVal.mag.f
1B56,SRC 3 Phase C Apparent Power,ACsrcMMXU3.VA.phsC.cVal.mag.f
1B59,SRC 3 Phase A Power Factor,ACsrcMMXU3.PF.phsA.cVal.mag.f
1B5A,SRC 3 Phase B Power Factor,ACsrcMMXU3.PF.phsB.cVal.mag.f
1B5B,SRC 3 Phase C Power Factor,ACsrcMMXU3.PF.phsC.cVal.mag.f

5017,SRC 4 Phase A Current RMS,ACsrcMMXU4.AaRMS.mag.f
5019,SRC 4 Phase B Current RMS,ACsrcMMXU4.AbRMS.mag.f
501B,SRC 4 Phase C Current RMS,ACsrcMMXU4.AcRMS.mag.f
501D,SRC 4 Neutral Current RMS,ACsrcMMXU4.AresRMS.mag.f
501F,SRC 4 Phase A Current Magnitude,ACsrcMMXU4.A.phsA.cVal.mag.f
5021,SRC 4 Phase A Current Angle,ACsrcMMXU4.A.phsA.cVal.ang.f
5022,SRC 4 Phase B Current Magnitude,ACsrcMMXU4.A.phsB.cVal.mag.f
5024,SRC 4 Phase B Current Angle,ACsrcMMXU4.A.phsB.cVal.ang.f
5025,SRC 4 Phase C Current Magnitude,ACsrcMMXU4.A.phsC.cVal.mag.f
5027,SRC 4 Phase C Current Angle,ACsrcMMXU4.A.phsC.cVal.ang.f
5028,SRC 4 Neutral Current Magnitude,ACsrcMMXU4.A.res.cVal.mag.f
502A,SRC 4 Neutral Current Angle,ACsrcMMXU4.A.res.cVal.ang.f
502B,SRC 4 Ground Current RMS,ACsrcMMXN4.AgndRMS.mag.f
502D,SRC 4 Ground Current Magnitude,ACsrcMMXN4.Agnd.cVal.mag.f
502F,SRC 4 Ground Current Angle,ACsrcMMXN4.Agnd.cVal.ang.f
5030,SRC 4 Zero Sequence Current Magnitude,ACsrcMSQI4.SeqA.c3.cVal.mag.f
5032,SRC 4 Zero Sequence Current Angle,ACsrcMSQI4.SeqA.c3.cVal.ang.f
5033,SRC 4 Positive Sequence Current Magnitude,ACsrcMSQI4.SeqA.c1.cVal.mag.f
5035,SRC 4 Positive Sequence Current Angle,ACsrcMSQI4.SeqA.c1.cVal.ang.f
5036,SRC 4 Negative Sequence Current Magnitude,ACsrcMSQI4.SeqA.c2.cVal.mag.f
5038,SRC 4 Negative Sequence Current Angle,ACsrcMSQI4.SeqA.c2.cVal.ang.f

1B60,SRC 4 Three Phase Real Power,ACsrcMMXU4.TotW.mag.f
1B68,SRC 4 Three Phase Reactive Power,ACsrcMMXU4.TotVAr.mag.f
1B70,SRC 4 Three Phase Apparent Power,ACsrcMMXU4.TotVA.mag.f
1B78,SRC 4 Three Phase Power Factor,ACsrcMMXU4.TotPF.mag.f
17D5,SRC 4 Phase AB Voltage Magnitude,ACsrcMMXU4.PPV.phsAB.cVal.mag.f
17D7,SRC 4 Phase AB Voltage Angle,ACsrcMMXU4.PPV.phsAB.cVal.ang.f
17D8,SRC 4 Phase BC Voltage Magnitude,ACsrcMMXU4.PPV.phsBC.cVal.mag.f
17DA,SRC 4 Phase BC Voltage Angle,ACsrcMMXU4.PPV.phsBC.cVal.ang.f
17DB,SRC 4 Phase CA Voltage Magnitude,ACsrcMMXU4.PPV.phsCA.cVal.mag.f
17DD,SRC 4 Phase CA Voltage Angle,ACsrcMMXU4.PPV.phsCA.cVal.ang.f
17CF,SRC 4 Phase AB Voltage RMS,ACsrcMMXU4.VabRMS.mag.f
17D1,SRC 4 Phase BC Voltage RMS,ACsrcMMXU4.VbcRMS.mag.f
17D3,SRC 4 Phase CA Voltage RMS,ACsrcMMXU4.VcaRMS.mag.f
17C6,SRC 4 Phase AG Voltage Magnitude,ACsrcMMXU4.PhV.phsA.cVal.mag.f
17C8,SRC 4 Phase AG Voltage Angle,ACsrcMMXU4.PhV.phsA.cVal.ang.f
17C9,SRC 4 Phase BG Voltage Magnitude,ACsrcMMXU4.PhV.phsB.cVal.mag.f
17CB,SRC 4 Phase BG Voltage Angle,ACsrcMMXU4.PhV.phsB.cVal.ang.f
17CC,SRC 4 Phase CG Voltage Magnitude,ACsrcMMXU4.PhV.phsC.cVal.mag.f
17CE,SRC 4 Phase CG Voltage Angle,ACsrcMMXU4.PhV.phsC.cVal.ang.f
17C0,SRC 4 Phase AG Voltage RMS,ACsrcMMXU4.VaRMS.mag.f
17C2,SRC 4 Phase BG Voltage RMS,ACsrcMMXU4.VbRMS.mag.f
17C4,SRC 4 Phase CG Voltage RMS,ACsrcMMXU4.VcRMS.mag.f

1B62,SRC 4 Phase A Real Power,ACsrcMMXU4.W.phsA.cVal.mag.f
1B64,SRC 4 Phase B Real Power,ACsrcMMXU4.W.phsB.cVal.mag.f
1B66,SRC 4 Phase C Real Power,ACsrcMMXU4.W.phsC.cVal.mag.f
1B6A,SRC 4 Phase A Reactive Power,ACsrcMMXU4.VAr.phsA.cVal.mag.f
1B6C,SRC 4 Phase B Reactive Power,ACsrcMMXU4.VAr.phsB.cVal.mag.f
1B6E,SRC 4 Phase C Reactive Power,ACsrcMMXU4.VAr.phsC.cVal.mag.f
1B72,SRC 4 Phase A Apparent Power,ACsrcMMXU4.VA.phsA.cVal.mag.f
1B74,SRC 4 Phase B Apparent Power,ACsrcMMXU4.VA.phsB.cVal.mag.f
1B76,SRC 4 Phase C Apparent Power,ACsrcMMXU4.VA.phsC.cVal.mag.f
1B79,SRC 4 Phase A Power Factor,ACsrcMMXU4.PF.phsA.cVal.mag.f
1B7A,SRC 4 Phase B Power Factor,ACsrcMMXU4.PF.phsB.cVal.mag.f
1B7B,SRC 4 Phase C Power Factor,ACsrcMMXU4.PF.phsC.cVal.mag.f

5054,SRC 5 Phase A Current RMS,ACsrcMMXU5.AaRMS.mag.f
5056,SRC 5 Phase B Current RMS,ACsrcMMXU5.AbRMS.mag.f
5058,SRC 5 Phase C Current RMS,ACsrcMMXU5.AcRMS.mag.f
505A,SRC 5 Neutral Current RMS,ACsrcMMXU5.AresRMS.mag.f
505C,SRC 5 Phase A Current Magnitude,ACsrcMMXU5.A.phsA.cVal.mag.f
505E,SRC 5 Phase A Current Angle,ACsrcMMXU5.A.phsA.cVal.ang.f
505F,SRC 5 Phase B Current Magnitude,ACsrcMMXU5.A.phsB.cVal.mag.f
5061,SRC 5 Phase B Current Angle,ACsrcMMXU5.A.phsB.cVal.ang.f
5062,SRC 5 Phase C Current Magnitude,ACsrcMMXU5.A.phsC.cVal.mag.f
5064,SRC 5 Phase C Current Angle,ACsrcMMXU5.A.phsC.cVal.ang.f
5065,SRC 5 Neutral Current Magnitude,ACsrcMMXU5.A.res.cVal.mag.f
5067,SRC 5 Neutral Current Angle,ACsrcMMXU5.A.res.cVal.ang.f
5068,SRC 5 Ground Current RMS,ACsrcMMXN5.AgndRMS.mag.f
506A,SRC 5 Ground Current Magnitude,ACsrcMMXN5.Agnd.cVal.mag.f
506C,SRC 5 Ground Current Angle,ACsrcMMXN5.Agnd.cVal.ang.f
506D,SRC 5 Zero Sequence Current Magnitude,ACsrcMSQI5.SeqA.c3.cVal.mag.f
506F,SRC 5 Zero Sequence Current Angle,ACsrcMSQI5.SeqA.c3.cVal.ang.f
5070,SRC 5 Positive Sequence Current Magnitude,ACsrcMSQI5.SeqA.c1.cVal.mag.f
5072,SRC 5 Positive Sequence Current Angle,ACsrcMSQI5.SeqA.c1.cVal.ang.f
5073,SRC 5 Negative Sequence Current Magnitude,ACsrcMSQI5.SeqA.c2.cVal.mag.f
5075,SRC 5 Negative Sequence Current Angle,ACsrcMSQI5.SeqA.c2.cVal.ang.f

1B80,SRC 5 Three Phase Real Power,ACsrcMMXU5.TotW.mag.f
1B88,SRC 5 Three Phase Reactive Power,ACsrcMMXU5.TotVAr.mag.f
1B90,SRC 5 Three Phase Apparent Power,ACsrcMMXU5.TotVA.mag.f
1B98,SRC 5 Three Phase Power Factor,ACsrcMMXU5.TotPF.mag.f
1815,SRC 5 Phase AB Voltage Magnitude,ACsrcMMXU5.PPV.phsAB.cVal.mag.f
1817,SRC 5 Phase AB Voltage Angle,ACsrcMMXU5.PPV.phsAB.cVal.ang.f
1818,SRC 5 Phase BC Voltage Magnitude,ACsrcMMXU5.PPV.phsBC.cVal.mag.f
181A,SRC 5 Phase BC Voltage Angle,ACsrcMMXU5.PPV.phsBC.cVal.ang.f
181B,SRC 5 Phase CA Voltage Magnitude,ACsrcMMXU5.PPV.phsCA.cVal.mag.f
181D,SRC 5 Phase CA Voltage Angle,ACsrcMMXU5.PPV.phsCA.cVal.ang.f
180F,SRC 5 Phase AB Voltage RMS,ACsrcMMXU5.VabRMS.mag.f
1811,SRC 5 Phase BC Voltage RMS,ACsrcMMXU5.VbcRMS.mag.f
1813,SRC 5 Phase CA Voltage RMS,ACsrcMMXU5.VcaRMS.mag.f
1806,SRC 5 Phase AG Voltage Magnitude,ACsrcMMXU5.PhV.phsA.cVal.mag.f
1808,SRC 5 Phase AG Voltage Angle,ACsrcMMXU5.PhV.phsA.cVal.ang.f
1809,SRC 5 Phase BG Voltage Magnitude,ACsrcMMXU5.PhV.phsB.cVal.mag.f
180B,SRC 5 Phase BG Voltage Angle,ACsrcMMXU5.PhV.phsB.cVal.ang.f
180C,SRC 5 Phase CG Voltage Magnitude,ACsrcMMXU5.PhV.phsC.cVal.mag.f
180E,SRC 5 Phase CG Voltage Angle,ACsrcMMXU5.PhV.phsC.cVal.ang.f
1800,SRC 5 Phase AG Voltage RMS,ACsrcMMXU5.VaRMS.mag.f
1802,SRC 5 Phase BG Voltage RMS,ACsrcMMXU5.VbRMS.mag.f
1804,SRC 5 Phase CG Voltage RMS,ACsrcMMXU5.VcRMS.mag.f

1B82,SRC 5 Phase A Real Power,ACsrcMMXU5.W.phsA.cVal.mag.f
1B84,SRC 5 Phase B Real Power,ACsrcMMXU5.W.phsB.cVal.mag.f
1B86,SRC 5 Phase C Real Power,ACsrcMMXU5.W.phsC.cVal.mag.f
1B8A,SRC 5 Phase A Reactive Power,ACsrcMMXU5.VAr.phsA.cVal.mag.f
1B8C,SRC 5 Phase B Reactive Power,ACsrcMMXU5.VAr.phsB.cVal.mag.f
1B8E,SRC 5 Phase C Reactive Power,ACsrcMMXU5.VAr.phsC.cVal.mag.f
1B92,SRC 5 Phase A Apparent Power,ACsrcMMXU5.VA.phsA.cVal.mag.f
1B94,SRC 5 Phase B Apparent Power,ACsrcMMXU5.VA.phsB.cVal.mag.f
1B96,SRC 5 Phase C Apparent Power,ACsrcMMXU5.VA.phsC.cVal.mag.f
1B99,SRC 5 Phase A Power Factor,ACsrcMMXU5.PF.phsA.cVal.mag.f
1B9A,SRC 5 Phase B Power Factor,ACsrcMMXU5.PF.phsB.cVal.mag.f
1B9B,SRC 5 Phase C Power Factor,ACsrcMMXU5.PF.phsC.cVal.mag.f

5091,SRC 6 Phase A Current RMS,ACsrcMMXU6.AaRMS.mag.f
5093,SRC 6 Phase B Current RMS,ACsrcMMXU6.AbRMS.mag.f
5095,SRC 6 Phase C Current RMS,ACsrcMMXU6.AcRMS.mag.f
5097,SRC 6 Neutral Current RMS,ACsrcMMXU6.AresRMS.mag.f
5099,SRC 6 Phase A Current Magnitude,ACsrcMMXU6.A.phsA.cVal.mag.f
509B,SRC 6 Phase A Current Angle,ACsrcMMXU6.A.phsA.cVal.ang.f
509C,SRC 6 Phase B Current Magnitude,ACsrcMMXU6.A.phsB.cVal.mag.f
509E,SRC 6 Phase B Current Angle,ACsrcMMXU6.A.phsB.cVal.ang.f
509F,SRC 6 Phase C Current Magnitude,ACsrcMMXU6.A.phsC.cVal.mag.f
50A1,SRC 6 Phase C Current Angle,ACsrcMMXU6.A.phsC.cVal.ang.f
50A2,SRC 6 Neutral Current Magnitude,ACsrcMMXU6.A.res.cVal.mag.f
50A4,SRC 6 Neutral Current Angle,ACsrcMMXU6.A.res.cVal.ang.f
50A5,SRC 6 Ground Current RMS,ACsrcMMXN6.AgndRMS.mag.f
50A7,SRC 6 Ground Current Magnitude,ACsrcMMXN6.Agnd.cVal.mag.f
50A9,SRC 6 Ground Current Angle,ACsrcMMXN6.Agnd.cVal.ang.f
50AA,SRC 6 Zero Sequence Current Magnitude,ACsrcMSQI6.SeqA.c3.cVal.mag.f
50AC,SRC 6 Zero Sequence Current Angle,ACsrcMSQI6.SeqA.c3.cVal.ang.f
50AD,SRC 6 Positive Sequence Current Magnitude,ACsrcMSQI6.SeqA.c1.cVal.mag.f
50AF,SRC 6 Positive Sequence Current Angle,ACsrcMSQI6.SeqA.c1.cVal.ang.f
50B0,SRC 6 Negative Sequence Current Magnitude,ACsrcMSQI6.SeqA.c2.cVal.mag.f
50B2,SRC 6 Negative Sequence Current Angle,ACsrcMSQI6.SeqA.c2.cVal.ang.f

D5D4,SRC 1 Frequency,ACsrcMMXN1.Hz.mag.f
D5D6,SRC 2 Frequency,ACsrcMMXN2.Hz.mag.f
D5D8,SRC 3 Frequency,ACsrcMMXN3.Hz.mag.f
D5DA,SRC 4 Frequency,ACsrcMMXN4.Hz.mag.f
D5DC,SRC 5 Frequency,ACsrcMMXN5.Hz.mag.f
D5DE,SRC 6 Frequency,ACsrcMMXN6.Hz.mag.f

5686,SRC 1 Differential Ground Current Magnitude,ACsrcMMXU1.Adif.cVal.mag.f
5688,SRC 1 Differential Ground Current Angle,ACsrcMMXU1.Adif.cVal.ang.f
5689,SRC 2 Differential Ground Current Magnitude,ACsrcMMXU2.Adif.cVal.mag.f
568B,SRC 2 Differential Ground Current Angle,ACsrcMMXU2.Adif.cVal.ang.f
568C,SRC 3 Differential Ground Current Magnitude,ACsrcMMXU3.Adif.cVal.mag.f
568E,SRC 3 Differential Ground Current Angle,ACsrcMMXU3.Adif.cVal.ang.f
568F,SRC 4 Differential Ground Current Magnitude,ACsrcMMXU4.Adif.cVal.mag.f
5691,SRC 4 Differential Ground Current Angle,ACsrcMMXU4.Adif.cVal.ang.f
5692,SRC 5 Differential Ground Current Magnitude,ACsrcMMXU5.Adif.cVal.mag.f
5694,SRC 5 Differential Ground Current Angle,ACsrcMMXU5.Adif.cVal.ang.f
5695,SRC 6 Differential Ground Current Magnitude,ACsrcMMXU6.Adif.cVal.mag.f
5697,SRC 6 Differential Ground Current Angle,ACsrcMMXU6.Adif.cVal.ang.f

1BA0,SRC 6 Three Phase Real Power,ACsrcMMXU6.TotW.mag.f
1BA8,SRC 6 Three Phase Reactive Power,ACsrcMMXU6.TotVAr.mag.f
1BB0,SRC 6 Three Phase Apparent Power,ACsrcMMXU6.TotVA.mag.f
1BB8,SRC 6 Three Phase Power Factor,ACsrcMMXU6.TotPF.mag.f
1855,SRC 6 Phase AB Voltage Magnitude,ACsrcMMXU6.PPV.phsAB.cVal.mag.f
1857,SRC 6 Phase AB Voltage Angle,ACsrcMMXU6.PPV.phsAB.cVal.ang.f
1858,SRC 6 Phase BC Voltage Magnitude,ACsrcMMXU6.PPV.phsBC.cVal.mag.f
185A,SRC 6 Phase BC Voltage Angle,ACsrcMMXU6.PPV.phsBC.cVal.ang.f
185B,SRC 6 Phase CA Voltage Magnitude,ACsrcMMXU6.PPV.phsCA.cVal.mag.f
185D,SRC 6 Phase CA Voltage Angle,ACsrcMMXU6.PPV.phsCA.cVal.ang.f
184F,SRC 6 Phase AB Voltage RMS,ACsrcMMXU6.VabRMS.mag.f
1851,SRC 6 Phase BC Voltage RMS,ACsrcMMXU6.VbcRMS.mag.f
1853,SRC 6 Phase CA Voltage RMS,ACsrcMMXU6.VcaRMS.mag.f
1846,SRC 6 Phase AG Voltage Magnitude,ACsrcMMXU6.PhV.phsA.cVal.mag.f
1848,SRC 6 Phase AG Voltage Angle,ACsrcMMXU6.PhV.phsA.cVal.ang.f
1849,SRC 6 Phase BG Voltage Magnitude,ACsrcMMXU6.PhV.phsB.cVal.mag.f
184B,SRC 6 Phase BG Voltage Angle,ACsrcMMXU6.PhV.phsB.cVal.ang.f
184C,SRC 6 Phase CG Voltage Magnitude,ACsrcMMXU6.PhV.phsC.cVal.mag.f
184E,SRC 6 Phase CG Voltage Angle,ACsrcMMXU6.PhV.phsC.cVal.ang.f
1840,SRC 6 Phase AG Voltage RMS,ACsrcMMXU6.VaRMS.mag.f
1842,SRC 6 Phase BG Voltage RMS,ACsrcMMXU6.VbRMS.mag.f
1844,SRC 6 Phase CG Voltage RMS,ACsrcMMXU6.VcRMS.mag.f
1BA2,SRC 6 Phase A Real Power,ACsrcMMXU6.W.phsA.cVal.mag.f
1BA4,SRC 6 Phase B Real Power,ACsrcMMXU6.W.phsB.cVal.mag.f
1BA6,SRC 6 Phase C Real Power,ACsrcMMXU6.W.phsC.cVal.mag.f
1BAA,SRC 6 Phase A Reactive Power,ACsrcMMXU6.VAr.phsA.cVal.mag.f
1BAC,SRC 6 Phase B Reactive Power,ACsrcMMXU6.VAr.phsB.cVal.mag.f
1BAE,SRC 6 Phase C Reactive Power,ACsrcMMXU6.VAr.phsC.cVal.mag.f
1BB2,SRC 6 Phase A Apparent Power,ACsrcMMXU6.VA.phsA.cVal.mag.f
1BB4,SRC 6 Phase B Apparent Power,ACsrcMMXU6.VA.phsB.cVal.mag.f
1BB6,SRC 6 Phase C Apparent Power,ACsrcMMXU6.VA.phsC.cVal.mag.f
1BB9,SRC 6 Phase A Power Factor,ACsrcMMXU6.PF.phsA.cVal.mag.f
1BBA,SRC 6 Phase B Power Factor,ACsrcMMXU6.PF.phsB.cVal.mag.f
1BBB,SRC 6 Phase C Power Factor,ACsrcMMXU6.PF.phsC.cVal.mag.f

1720,SRC 1 Auxiliary Voltage Magnitude,ACsrcMMXN1.Vaux.cVal.mag.f
1722,SRC 1 Auxiliary Voltage Angle,ACsrcMMXN1.Vaux.cVal.ang.f
171E,SRC 1 Auxiliary Voltage RMS,ACsrcMMXN1.VauxRMS.mag.f
1760,SRC 2 Auxiliary Voltage Magnitude,ACsrcMMXN2.Vaux.cVal.mag.f
1762,SRC 2 Auxiliary Voltage Angle,ACsrcMMXN2.Vaux.cVal.ang.f
175E,SRC 2 Auxiliary Voltage RMS,ACsrcMMXN2.VauxRMS.mag.f
17A0,SRC 3 Auxiliary Voltage Magnitude,ACsrcMMXN3.Vaux.cVal.mag.f
17A2,SRC 3 Auxiliary Voltage Angle,ACsrcMMXN3.Vaux.cVal.ang.f
179E,SRC 3 Auxiliary Voltage RMS,ACsrcMMXN3.VauxRMS.mag.f
17E0,SRC 4 Auxiliary Voltage Magnitude,ACsrcMMXN4.Vaux.cVal.mag.f
17E2,SRC 4 Auxiliary Voltage Angle,ACsrcMMXN4.Vaux.cVal.ang.f
17DE,SRC 4 Auxiliary Voltage RMS,ACsrcMMXN4.VauxRMS.mag.f
1820,SRC 5 Auxiliary Voltage Magnitude,ACsrcMMXN5.Vaux.cVal.mag.f
1822,SRC 5 Auxiliary Voltage Angle,ACsrcMMXN5.Vaux.cVal.ang.f
181E,SRC 5 Auxiliary Voltage RMS,ACsrcMMXN5.VauxRMS.mag.f
1860,SRC 6 Auxiliary Voltage Magnitude,ACsrcMMXN6.Vaux.cVal.mag.f
1862,SRC 6 Auxiliary Voltage Angle,ACsrcMMXN6.Vaux.cVal.ang.f
185E,SRC 6 Auxiliary Voltage RMS,ACsrcMMXN6.VauxRMS.mag.f
1726,SRC 1 Positive Sequence Voltage Magnitude,ACsrcMSQI1.SeqV.c1.cVal.mag.f
1728,SRC 1 Positive Sequence Voltage Angle,ACsrcMSQI1.SeqV.c1.cVal.ang.f
1729,SRC 1 Negative Sequence Voltage Magnitude,ACsrcMSQI1.SeqV.c2.cVal.mag.f
172B,SRC 1 Negative Sequence Voltage Angle,ACsrcMSQI1.SeqV.c2.cVal.ang.f
1723,SRC 1 Zero Sequence Voltage Magnitude,ACsrcMSQI1.SeqV.c3.cVal.mag.f
1725,SRC 1 Zero Sequence Voltage Angle,ACsrcMSQI1.SeqV.c3.cVal.ang.f
1766,SRC 2 Positive Sequence Voltage Magnitude,ACsrcMSQI2.SeqV.c1.cVal.mag.f
1768,SRC 2 Positive Sequence Voltage Angle,ACsrcMSQI2.SeqV.c1.cVal.ang.f
1769,SRC 2 Negative Sequence Voltage Magnitude,ACsrcMSQI2.SeqV.c2.cVal.mag.f
176B,SRC 2 Negative Sequence Voltage Angle,ACsrcMSQI2.SeqV.c2.cVal.ang.f
1763,SRC 2 Zero Sequence Voltage Magnitude,ACsrcMSQI2.SeqV.c3.cVal.mag.f
1765,SRC 2 Zero Sequence Voltage Angle,ACsrcMSQI2.SeqV.c3.cVal.ang.f
17A6,SRC 3 Positive Sequence Voltage Magnitude,ACsrcMSQI3.SeqV.c1.cVal.mag.f
17A8,SRC 3 Positive Sequence Voltage Angle,ACsrcMSQI3.SeqV.c1.cVal.ang.f
17A9,SRC 3 Negative Sequence Voltage Magnitude,ACsrcMSQI3.SeqV.c2.cVal.mag.f
17AB,SRC 3 Negative Sequence Voltage Angle,ACsrcMSQI3.SeqV.c2.cVal.ang.f
17A3,SRC 3 Zero Sequence Voltage Magnitude,ACsrcMSQI3.SeqV.c3.cVal.mag.f
17A5,SRC 3 Zero Sequence Voltage Angle,ACsrcMSQI3.SeqV.c3.cVal.ang.f
17E6,SRC 4 Positive Sequence Voltage Magnitude,ACsrcMSQI4.SeqV.c1.cVal.mag.f
17E8,SRC 4 Positive Sequence Voltage Angle,ACsrcMSQI4.SeqV.c1.cVal.ang.f
17E9,SRC 4 Negative Sequence Voltage Magnitude,ACsrcMSQI4.SeqV.c2.cVal.mag.f
17EB,SRC 4 Negative Sequence Voltage Angle,ACsrcMSQI4.SeqV.c2.cVal.ang.f
17E3,SRC 4 Zero Sequence Voltage Magnitude,ACsrcMSQI4.SeqV.c3.cVal.mag.f
17E5,SRC 4 Zero Sequence Voltage Angle,ACsrcMSQI4.SeqV.c3.cVal.ang.f
1826,SRC 5 Positive Sequence Voltage Magnitude,ACsrcMSQI5.SeqV.c1.cVal.mag.f
1828,SRC 5 Positive Sequence Voltage Angle,ACsrcMSQI5.SeqV.c1.cVal.ang.f
1829,SRC 5 Negative Sequence Voltage Magnitude,ACsrcMSQI5.SeqV.c2.cVal.mag.f
182B,SRC 5 Negative Sequence Voltage Angle,ACsrcMSQI5.SeqV.c2.cVal.ang.f
1823,SRC 5 Zero Sequence Voltage Magnitude,ACsrcMSQI5.SeqV.c3.cVal.mag.f
1825,SRC 5 Zero Sequence Voltage Angle,ACsrcMSQI5.SeqV.c3.cVal.ang.f
1866,SRC 6 Positive Sequence Voltage Magnitude,ACsrcMSQI6.SeqV.c1.cVal.mag.f
1868,SRC 6 Positive Sequence Voltage Angle,ACsrcMSQI6.SeqV.c1.cVal.ang.f
1869,SRC 6 Negative Sequence Voltage Magnitude,ACsrcMSQI6.SeqV.c2.cVal.mag.f
186B,SRC 6 Negative Sequence Voltage Angle,ACsrcMSQI6.SeqV.c2.cVal.ang.f
1863,SRC 6 Zero Sequence Voltage Magnitude,ACsrcMSQI6.SeqV.c3.cVal.mag.f
1865,SRC 6 Zero Sequence Voltage Angle,ACsrcMSQI6.SeqV.c3.cVal.ang.f

// SRC 7 to 30

50CE,SRC 7 Phase A Current RMS,ACsrcMMXU7.AaRMS.mag.f
50D0,SRC 7 Phase B Current RMS,ACsrcMMXU7.AbRMS.mag.f
50D2,SRC 7 Phase C Current RMS,ACsrcMMXU7.AcRMS.mag.f
50D4,SRC 7 Neutral Current RMS,ACsrcMMXU7.AresRMS.mag.f
50D6,SRC 7 Phase A Current Magnitude,ACsrcMMXU7.A.phsA.cVal.mag.f
50D8,SRC 7 Phase A Current Angle,ACsrcMMXU7.A.phsA.cVal.ang.f
50D9,SRC 7 Phase B Current Magnitude,ACsrcMMXU7.A.phsB.cVal.mag.f
50DB,SRC 7 Phase B Current Angle,ACsrcMMXU7.A.phsB.cVal.ang.f
50DC,SRC 7 Phase C Current Magnitude,ACsrcMMXU7.A.phsC.cVal.mag.f
50DE,SRC 7 Phase C Current Angle,ACsrcMMXU7.A.phsC.cVal.ang.f
50DF,SRC 7 Neutral Current Magnitude,ACsrcMMXU7.A.res.cVal.mag.f
50E1,SRC 7 Neutral Current Angle,ACsrcMMXU7.A.res.cVal.ang.f
50E2,SRC 7 Ground Current RMS,ACsrcMMXN7.AgndRMS.mag.f
50E4,SRC 7 Ground Current Magnitude,ACsrcMMXN7.Agnd.cVal.mag.f
50E6,SRC 7 Ground Current Angle,ACsrcMMXN7.Agnd.cVal.ang.f
50E7,SRC 7 Positive Sequence Current Magnitude,ACsrcMSQI7.SeqA.c1.cVal.mag.f
